Wall time,Step,Value
1645119288.5916896,102552,1.2116937637329102
1645119312.708557,102907,1.4392309188842773
1645119470.1276314,105078,1.1004339456558228
1645119594.603307,106868,1.1824150085449219
1645119751.807548,109092,1.6644002199172974
1645119989.3169053,112473,1.3002581596374512
1645119994.6592731,112552,1.2035245895385742
1645120053.4465346,113394,1.5232150554656982
1645120090.057881,113934,1.3758721351623535
1645120124.679565,114394,1.1900092363357544
1645120151.5114105,114789,1.3777835369110107
1645120178.0372574,115157,1.4964935779571533
1645120199.502111,115473,0.9819964170455933
1645120201.2895775,115500,1.323941946029663
1645120242.7594554,116092,1.0040273666381836
1645120251.7181501,116223,1.3089590072631836
1645120284.7465136,116710,1.552846908569336
1645120290.978302,116802,1.550885558128357
1645120460.1197445,119184,1.0249216556549072
1645120545.6787786,120421,1.5430917739868164
1645120636.6473098,121736,1.0700891017913818
1645120674.9608343,122250,1.2008259296417236
1645120707.0337586,122723,1.2267881631851196
1645120737.0296931,123144,1.0997822284698486
1645120911.4465218,125618,1.2085535526275635
1645121028.540096,127250,1.0902001857757568
1645121065.1038754,127789,1.2161638736724854
1645121104.9592204,128328,1.3201004266738892
1645121105.847032,128342,0.9202053546905518
1645121182.9927785,129434,1.1266876459121704
1645121209.7896616,129828,1.1027390956878662
1645121235.3002954,130184,1.4096641540527344
1645121255.8099568,130486,1.036171555519104
1645121283.5477543,130894,1.1382453441619873
1645121284.4362812,130907,1.0763635635375977
1645121309.3764484,131223,1.0398586988449097
1645121314.7160466,131302,1.2446250915527344
1645121327.2225013,131486,1.2410924434661865
1645121393.0832036,132407,1.5249073505401611
1645121417.2289088,132763,1.2545040845870972
1645121446.3228548,133171,1.1055773496627808
1645121461.4678981,133394,1.2593392133712769
1645121510.0811267,134092,1.125884771347046
1645121649.4382706,136078,1.2917087078094482
1645121652.1225715,136118,1.2141212224960327
1645121696.7317452,136776,1.1000136137008667
1645121744.6317818,137434,1.0037850141525269
1645121756.2392652,137605,1.3881551027297974
1645121798.0372612,138171,1.101715087890625
1645121813.1773314,138394,0.9877209663391113
1645121851.485176,138960,1.259096384048462
1645121927.5938716,140039,1.3283854722976685
1645121929.4056485,140065,1.1935498714447021
1645121984.7814255,140881,1.285513162612915
1645122001.5281181,141105,0.9242479801177979
1645122278.0261748,145039,1.4344418048858643
1645122289.6234431,145210,1.1045482158660889
1645122305.7316105,145447,1.3485164642333984
1645122341.389734,145973,1.0578854084014893
1645122364.1036687,146289,1.1141568422317505
1645122449.3703537,147526,0.9113553762435913
1645122454.744185,147605,1.1741193532943726
1645122558.615,149092,1.4927716255187988
1645122614.7757506,149921,1.3164758682250977
1645122629.4792254,150118,1.2788095474243164
1645123003.9916549,155513,1.6261166334152222
1645123048.152752,156144,1.1190314292907715
1645123193.9492123,158250,1.3212262392044067
1645123237.7214212,158894,1.2448251247406006
1645123329.043538,160197,1.1136293411254883
1645123332.60303,160250,1.3208539485931396
1645123457.7592502,162052,1.3233563899993896
1645123491.6523116,162552,1.1385633945465088
1645123532.49407,163131,1.3639978170394897
1645123534.279315,163157,1.1311237812042236
1645123567.3187249,163644,1.1794754266738892
1645123603.491422,164157,1.114737629890442
1645123674.5307624,165184,1.3843162059783936
1645123716.5280223,165802,1.4388054609298706
1645123814.9870064,167210,1.0602269172668457
1645123990.1897502,169750,1.1043217182159424
1645123993.7507207,169802,1.2480692863464355
1645124030.0172215,170315,1.7503730058670044
1645124358.8138065,175052,1.1668404340744019
1645124398.984591,175644,0.9805316925048828
1645124435.2848642,176157,0.9221801161766052
1645124462.1151097,176552,1.3588402271270752
1645124498.576924,177039,1.126229166984558
1645124558.288956,177921,1.3150408267974854
1645124586.601477,178289,1.0061607360839844
1645124655.177793,179250,0.8969887495040894
1645124672.0804477,179500,0.9815561771392822
1645124676.516622,179565,1.4194084405899048
1645124819.5833838,181605,1.3923265933990479
1645124864.8182666,182223,1.0142619609832764
1645124976.975058,183828,1.1990797519683838
1645124984.9792006,183947,1.083227276802063
1645125011.6820884,184289,1.0078325271606445
1645125047.3604267,184815,1.010779857635498
1645125177.3011692,186684,1.1078495979309082
1645125193.3120694,186921,0.9835076928138733
1645125249.4529686,187697,1.375084400177002
1645125332.7652462,188868,1.1609256267547607
1645125338.9907436,188960,1.4276628494262695
1645125379.7182417,189539,1.0610558986663818
1645125392.2173202,189723,1.0828896760940552
1645125498.8725219,191250,1.2627551555633545
1645125578.8231573,192407,1.0164861679077148
1645125598.407601,192697,0.9190284609794617
1645125694.179446,194013,1.1978458166122437
1645125790.3142383,195407,1.060567855834961
1645125801.9304051,195578,1.0527194738388062
1645125943.3916924,197618,1.2671453952789307
1645125985.8450215,198223,1.0251954793930054
1645125990.2945971,198289,1.012719988822937
1645126040.0264952,199000,1.0015673637390137
1645126065.8711376,199381,1.0211161375045776
1645126094.4576528,199802,0.7706485986709595
1645126231.7924197,201763,0.8717068433761597
1645126268.2624578,202250,0.9367786645889282
1645126377.7850094,203815,1.2603132724761963
1645126489.6198037,205394,0.759233832359314
1645126514.58346,205763,1.018578052520752
1645126626.3081033,207368,0.8803180456161499
1645126918.2049325,211526,0.9667508006095886
1645126956.3865552,212065,1.001218318939209
1645127070.2278128,213697,0.8524990081787109
1645127135.9309285,214644,1.0188004970550537
1645127209.5295522,215684,1.1185988187789917
1645127244.007187,216144,0.9618926048278809
1645127614.544809,221500,0.9014856219291687
1645127643.0317986,221921,1.1111525297164917
1645127656.9297931,222105,0.9190592169761658
1645127659.590598,222144,0.9464716911315918
1645127681.0299246,222460,0.8604689836502075
1645127716.6643715,222986,0.9331727027893066
1645127875.5937119,225263,1.0984671115875244
1645127880.9469523,225342,1.2233335971832275
1645127881.8348577,225355,1.146885633468628
1645128006.187932,227144,1.7880046367645264
1645128124.490117,228868,2.158562421798706
1645128158.9947655,229355,2.0800578594207764
1645128279.6625276,231092,2.059702157974243
1645128342.6769183,232000,2.344888687133789
1645128392.5766387,232736,2.08764386177063
1645128400.5879662,232855,2.0844500064849854
1645128432.4606683,233302,2.1021857261657715
1645128681.1953156,236907,1.9394042491912842
1645128787.561531,238434,2.1706109046936035
1645128794.6919842,238539,2.0259077548980713
1645128798.2473364,238592,1.9767643213272095
1645128801.8046153,238644,2.2141144275665283
1645129046.68496,242171,2.2475621700286865
1645129104.3629875,243000,2.5349085330963135
1645129115.9381957,243171,2.680617094039917
1645129123.9398901,243289,2.121333360671997
1645129367.8379223,246828,2.262454032897949
1645129373.1768525,246907,2.5537595748901367
1645129388.191078,247105,2.318474054336548
1645129401.5657792,247302,2.0556256771087646
1645129500.2688324,248736,2.642585277557373
1645129688.590898,251434,2.0564281940460205
1645129692.1484404,251486,2.0356814861297607
1645129779.3123913,252750,1.57562255859375
1645129880.160831,254197,1.4458738565444946
1645129931.8095953,254960,1.1453615427017212
1645129959.153069,255342,1.2496790885925293
1645130042.6587207,256552,1.7565637826919556
1645130045.361606,256592,1.2053723335266113
1645130087.323885,257184,1.5852596759796143
1645130152.3097277,258118,1.7867276668548584
1645130356.8244414,261065,1.2735339403152466
1645130430.3025599,262131,1.5273213386535645
1645130500.610425,263144,1.1328821182250977
1645130830.6866806,267921,1.211760401725769
1645130860.7211044,268342,1.1356464624404907
1645130901.7378926,268947,1.1693228483200073
1645130950.4687886,269644,1.2965307235717773
1645131027.815163,270763,1.2413250207901
1645131030.4798515,270802,1.2801803350448608
1645131065.0684745,271289,1.3368871212005615
1645131090.0369873,271657,1.3406591415405273
1645131106.076492,271894,1.4675955772399902
1645131107.8502681,271921,1.5484312772750854
1645131194.4258418,273157,2.0132663249969482
1645131268.3524864,274223,1.8651143312454224
1645131367.8044353,275671,2.261490821838379
1645131382.97664,275894,2.177957773208618
1645131394.203206,276039,2.5922436714172363
1645131412.922247,276315,1.4924702644348145
1645131445.0040922,276789,2.0422699451446533
1645131460.6915674,277000,1.8730498552322388
1645131530.5344117,278013,2.4306929111480713
1645131624.7302272,279381,2.545497417449951
1645131655.0538895,279828,2.128587484359741
1645131695.81576,280407,1.8466721773147583
1645131941.7708635,283973,2.4375877380371094
1645132028.5589938,285210,2.110713243484497
1645132030.3331525,285236,2.272888660430908
1645132380.2765741,290302,2.527470111846924
1645132470.0386288,291605,1.9534047842025757
1645132602.1378148,293513,2.0774762630462646
1645132668.6155002,294473,2.153097629547119
1645132961.3559148,298710,1.4393490552902222
1645133011.099121,299421,1.4528944492340088
1645133033.3978193,299750,1.31308114528656
1645133162.5453646,301592,1.3357336521148682
1645133299.2502491,303565,1.3857111930847168
1645133332.2141585,304026,1.6760207414627075
1645133535.3348613,306973,1.3489031791687012
1645133604.4451935,307973,1.1768689155578613
1645133605.3313167,307986,1.501025676727295
1645133691.213724,309210,1.4260227680206299
1645133772.2052164,310381,1.458125352859497
1645133773.9808438,310407,1.2359627485275269
1645133823.6951065,311118,1.254799246788025
1645134209.8783834,316710,1.2492427825927734
1645134490.4893508,320763,1.2343041896820068
1645134573.0767121,321960,1.341852068901062
1645134578.0407917,322013,1.1896029710769653
1645134594.9892654,322263,1.2395706176757812
1645134698.315646,323763,1.124868392944336
1645134788.7300236,325052,0.9548779726028442
1645134801.251825,325236,1.1487255096435547
1645134837.01704,325763,1.0696455240249634
1645134901.1381965,326684,1.4776341915130615
1645134914.5174248,326881,1.2039088010787964
1645134944.429828,327302,1.1490153074264526
1645134950.6795056,327394,1.0850074291229248
1645135002.2119937,328131,1.1889599561691284
1645135049.5732362,328828,1.223350167274475
1645135106.3641722,329644,1.4353229999542236
1645135160.551659,330421,1.3352036476135254
1645135286.0709553,332223,1.1911498308181763
1645135463.3111367,334789,1.198955774307251
1645135650.6046956,337486,1.0794442892074585
1645135700.2630482,338197,1.0272622108459473
1645135709.2159226,338328,1.0880746841430664
1645135710.9979427,338355,0.8754069805145264
1645135748.438076,338907,0.9460811018943787
1645135895.6230018,341013,1.0606375932693481
1645135906.3687425,341171,1.0042206048965454
1645136067.0273595,343500,1.0141264200210571
1645136110.4402099,344118,0.9982006549835205
1645136210.2417383,345565,1.0911080837249756
1645136247.351684,346092,0.9394826292991638
1645136314.8468125,347065,0.9641545414924622
1645136354.2587833,347644,1.253504753112793
1645136559.7533703,350605,1.0030293464660645
1645136604.3005931,351223,0.8973575234413147
1645136661.249815,352013,0.8300988674163818
1645136716.6012409,352828,1.111269474029541
1645136717.487182,352842,0.7665566802024841
1645136859.8472753,354868,0.8816084861755371
1645136902.2994378,355447,0.9608017206192017
1645136915.6884713,355644,0.9809509515762329
1645136985.8140655,356631,0.9215495586395264
1645137002.756324,356881,0.8200191259384155
1645137175.439543,359315,0.8043520450592041
1645137231.4305031,360092,0.984596848487854
1645137310.6530967,361236,0.9538192749023438
1645137371.9076571,362118,0.8061600923538208
1645137467.1598628,363500,0.8381480574607849
1645137489.4988716,363828,0.977183997631073
1645137618.0456178,365684,1.1576794385910034
1645137655.96051,366223,1.0252857208251953
1645137711.979132,367026,0.9538829326629639
1645137813.49759,368500,1.0929518938064575
1645137849.8232722,369013,0.9273971915245056
1645137900.8042338,369763,0.8519431352615356
1645138139.9353518,373197,0.8875377178192139
1645138220.9026837,374368,0.8722139596939087
1645138228.0492642,374473,1.012938380241394
1645138278.6656773,375197,0.9703611731529236
1645138369.466171,376513,0.9264224171638489
1645138532.2745447,378868,0.9151769876480103
1645138587.2830565,379657,0.9301289319992065
1645138613.8270953,380026,0.9260052442550659
1645138695.547703,381210,1.1925688982009888
1645138706.332955,381368,1.1071735620498657
1645138835.9490392,383236,0.996553361415863
1645138956.133385,384986,0.8244537115097046
1645139003.1040735,385657,1.0442532300949097
1645139088.5277271,386894,0.9871839284896851
1645139114.0024698,387250,1.054836630821228
1645139168.2126474,388026,0.9191718101501465
1645139236.7321982,389013,0.9573934078216553
1645139285.88286,389736,1.2452917098999023
1645139300.1344233,389947,1.0409536361694336
1645139332.8481905,390407,0.9274213910102844
1645139338.2083926,390486,1.357361078262329
1645139436.7111804,391894,0.8600075840950012
1645139482.0657377,392513,1.1753418445587158
1645139497.2438698,392736,1.1399956941604614
1645139521.7457736,393078,0.9194133281707764
1645139614.3612127,394394,0.9600794315338135
1645139636.6495817,394723,1.2376383543014526
1645139689.7809703,395460,0.8723167777061462
1645139700.538538,395618,1.0500872135162354
1645139712.171654,395789,0.8295791149139404
1645139877.1540995,398105,0.7451112270355225
1645139880.7286375,398157,0.8175273537635803
1645139916.5723329,398684,0.9576574563980103
1645139949.2790399,399118,0.7251690626144409
1645140292.177836,403986,0.7168134450912476
1645140467.1512942,406473,0.8085464835166931
1645140491.330673,406828,0.7784477472305298
1645140528.6040006,407355,0.6960644125938416
1645140535.7680128,407460,0.806804895401001
1645140570.5734296,407973,0.7099742293357849
1645140788.8558676,411105,0.8933008909225464
1645140853.0474067,412026,1.4149848222732544
1645140908.4473143,412842,0.9631004333496094
1645140940.0852785,413289,1.1463971138000488
1645140994.1760533,414065,0.9795939922332764
1645141118.8772757,415881,1.3868632316589355
1645141139.835762,416171,1.156163215637207
1645141167.5547426,416578,1.1648497581481934
1645141204.6764748,417105,1.358447551727295
1645141211.818444,417210,1.0961679220199585
1645141388.252175,419763,1.2492655515670776
1645141402.4775558,419973,1.0946996212005615
1645141435.3224368,420434,1.0717918872833252
1645141455.9173002,420736,1.1629678010940552
1645141491.0937388,421236,1.1469327211380005
1645141636.0027127,423328,1.298387050628662
1645141709.8015645,424394,0.9899195432662964
1645141940.4799144,427723,1.0983922481536865
1645141997.1646602,428539,1.1544393301010132
1645142040.588436,429157,0.8946830630302429
1645142158.0757282,430868,0.9562615156173706
1645142217.5524557,431723,1.1760790348052979
1645142229.1388927,431894,0.999714732170105
1645142230.0267787,431907,1.0849863290786743
1645142300.3674688,432921,1.032810091972351
1645142358.9786534,433763,1.2605195045471191
1645142401.526466,434368,1.358893871307373
1645142644.4070027,437881,1.1090497970581055
1645142762.4581645,439578,1.0574352741241455
1645142778.5102317,439815,1.0140507221221924
1645142793.2458048,440013,0.9140732288360596
1645143029.9171226,443434,0.8960826396942139
1645143037.096878,443539,1.1525774002075195
1645143122.4360213,444776,0.9255616068840027
1645143173.9945328,445513,0.8448158502578735
1645143178.4699242,445578,1.1776587963104248
1645143180.2733338,445605,0.8386456966400146
1645143198.0770137,445868,0.9797356128692627
1645143321.625486,447644,1.2411922216415405
1645143383.7314343,448539,0.86811763048172
1645143399.8462067,448776,1.1356843709945679
1645143481.701035,449960,1.1074888706207275
1645143560.7758234,451065,1.1315476894378662
1645143726.9252229,453473,1.5553884506225586
1645143736.773792,453618,1.8765861988067627
1645143758.1960382,453934,1.4837981462478638
1645143871.8031063,455565,1.6067547798156738
1645144102.949238,458907,1.986906886100769
1645144132.9545448,459328,1.8138298988342285
1645144152.643036,459618,1.9615294933319092
1645144158.900172,459710,1.9624202251434326
1645144166.915086,459828,1.8617308139801025
1645144168.6916757,459855,1.797513484954834
1645144170.4678316,459881,1.9081487655639648
1645144186.2741547,460092,1.8114111423492432
1645144258.4201345,461131,1.849410057067871
1645144320.606795,462026,1.7821154594421387
1645144343.8531225,462368,2.05664324760437
1645144373.4141514,462802,1.81929349899292
1645144414.2485359,463381,1.8585532903671265
1645144559.8921735,465486,2.059176206588745
1645144638.9437478,466631,1.9595348834991455
1645144650.5461016,466802,2.100994348526001
1645144718.1341112,467776,1.823516607284546
1645144744.6804423,468144,2.2373616695404053
1645144794.7269714,468881,2.6280999183654785
1645144857.7990768,469789,2.4588358402252197
1645144912.8556342,470578,2.2692489624023438
1645145014.0423172,472026,2.2127532958984375
1645145048.856037,472539,1.921373963356018
1645145081.5357366,473000,2.1173973083496094
1645145135.1971505,473789,2.060131788253784
1645145298.4736788,476131,2.0109691619873047
1645145585.29628,480276,1.270601511001587
1645145671.634813,481526,1.323509693145752
1645145685.9342525,481736,1.2007417678833008
1645145702.8122919,481986,1.3415544033050537
1645145753.4280856,482710,1.2056297063827515
1645145760.5689602,482815,1.030627727508545
1645145936.2329466,485342,1.0924131870269775
1645145938.0243042,485368,1.333699107170105
1645145940.711118,485407,1.4071905612945557
1645145951.4396386,485565,1.224284052848816
1645145963.9296489,485750,1.3819537162780762
1645145983.257565,486013,1.253166675567627
1645146036.01323,486789,1.159020185470581
1645146099.103412,487697,1.0022324323654175
1645146111.5891976,487881,1.1454468965530396
1645146146.0788085,488368,0.9467490911483765
1645146206.5362003,489236,1.068101406097412
1645146374.8032691,491671,1.1636648178100586
1645146494.8100312,493394,1.0317497253417969
1645146564.2009797,494394,1.0966449975967407
1645146630.6922665,495355,1.2243449687957764
1645146654.8483353,495710,1.1583460569381714
1645146723.22763,496697,1.080486536026001
1645146772.7801778,497407,0.9213664531707764
1645146777.243532,497473,1.1097856760025024
1645146895.4756594,499171,1.5050487518310547
1645146934.8771002,499750,1.9589046239852905
1645147114.4786565,502315,1.641251802444458
1645147306.354667,505078,2.373244285583496
1645147307.2444808,505092,2.32206654548645
1645147325.9831395,505368,2.202913761138916
1645147397.9020324,506407,1.9539709091186523
1645147425.592248,506815,2.546088218688965
1645147467.1000988,507407,1.8444030284881592
1645147687.3575642,510592,2.2660884857177734
1645147719.1593165,511039,2.413956880569458
1645147755.7865589,511578,2.4432132244110107
1645147771.8277574,511815,2.2472076416015625
1645147888.3724923,513486,2.4521679878234863
1645148083.037517,516289,2.1790056228637695
1645148277.510023,519092,2.5180702209472656
1645148300.7463474,519434,2.3892273902893066
1645148368.1727211,520407,2.676112651824951
1645148401.1951358,520894,2.6583030223846436
1645148414.4113607,521065,2.9362239837646484
1645148515.046653,522526,2.1472320556640625
1645148605.0918438,523828,2.50768780708313
1645148804.958287,526710,1.5202064514160156
1645148877.761865,527763,1.36630117893219
1645148936.3647676,528605,1.190969467163086
1645148993.3033366,529421,1.1201857328414917
1645149004.9070327,529592,1.3995212316513062
1645149038.5776422,530065,1.3955436944961548
1645149075.2070448,530605,1.4743661880493164
1645149080.5584056,530684,1.4404892921447754
1645149156.9605129,531789,1.252663493156433
1645149254.3879087,533184,1.0918594598770142
1645149270.5270743,533421,1.2447993755340576
1645149319.4441264,534118,1.207719087600708
1645149340.865534,534434,1.3963181972503662
1645149501.0529711,536750,1.5269876718521118
1645149508.2047074,536855,1.1506952047348022
1645149552.6175632,537486,1.2647686004638672
1645149582.9780238,537934,1.0343443155288696
1645149618.4794283,538434,1.2526917457580566
1645149637.1945856,538710,1.096526861190796
1645149730.255528,540039,1.1191895008087158
1645149754.3726046,540394,1.3310978412628174
1645149757.0539637,540434,1.1398072242736816
1645149760.646235,540486,1.179425597190857
1645149929.7749531,542934,1.1958949565887451
1645149956.0929854,543302,1.2217999696731567
1645150031.622223,544394,1.3633606433868408
1645150121.4071114,545697,1.3525991439819336
1645150178.990819,546526,0.8796572685241699
1645150183.443741,546592,1.2403451204299927
1645150205.7004669,546921,1.0520414113998413
1645150226.7547255,547210,1.1452140808105469
1645150246.485142,547500,1.1905229091644287
1645150287.0950952,548078,1.1426218748092651
1645150393.9319916,549631,1.3760926723480225
1645150523.2416592,551473,0.9877603054046631
1645150574.6438553,552210,1.2229511737823486
1645150614.0742936,552789,1.094165325164795
1645150650.145893,553302,1.1723482608795166
1645150711.4977827,554184,0.9170331954956055
1645150720.436576,554315,0.868362307548523
1645150723.1074805,554355,1.056813359260559
1645150995.8287723,558289,1.0667166709899902
1645151023.527682,558697,1.2215137481689453
1645151091.12156,559671,0.9037330150604248
1645151374.9947684,563763,1.1312110424041748
1645151382.99013,563881,0.8562394380569458
1645151396.88621,564065,1.1133646965026855
1645151424.6080987,564473,1.2373096942901611
1645151471.63011,565144,0.944279670715332
1645151641.5219133,567605,1.0700145959854126
1645151726.1289992,568828,1.1826846599578857
1645151728.7942333,568868,0.9712707996368408
1645151785.6160843,569684,0.9968034029006958
1645151975.8005338,572421,1.0842283964157104
1645152021.977014,573078,1.061354637145996
1645152072.9366708,573828,1.010982632637024
1645152225.5267413,576013,1.077063798904419
1645152319.1270478,577368,1.1880784034729004
1645152592.7881846,581315,1.063529133796692
1645152661.3603837,582302,1.0889813899993896
1645152686.396731,582671,1.2379095554351807
1645152746.9102607,583539,1.248687982559204
1645152759.430186,583723,1.1404876708984375
1645152805.5502067,584381,1.1645267009735107
1645152851.5210524,585039,1.1547869443893433
1645152859.5612805,585157,1.0295748710632324
1645152870.264528,585315,1.0508835315704346
1645152904.220622,585815,1.089487075805664
1645152998.3578064,587157,0.9601450562477112
1645153077.4485955,588302,1.2157104015350342
1645153089.0768938,588473,1.1203234195709229
1645153094.4404256,588552,1.0947167873382568
1645153122.0600379,588960,0.9550282955169678
1645153318.3931997,591789,1.4721513986587524
1645153353.6974928,592289,1.4865262508392334
1645153381.4636283,592697,1.2028567790985107
1645153692.2916303,597171,1.6680114269256592
1645153729.9187958,597723,1.652024507522583
1645153824.9121656,599078,1.7857550382614136
1645153861.5703025,599618,1.7068071365356445
1645154032.937923,602065,2.064940929412842
1645154220.0818021,604776,1.589414358139038
1645154230.7327025,604934,1.8627346754074097
1645154255.5353143,605276,2.4899652004241943
1645154503.3475459,608868,1.849646806716919
1645154656.6220827,611065,2.3401429653167725
1645154702.230362,611736,1.917114496231079
1645154712.928877,611894,2.1361308097839355
1645154810.5663686,613289,1.8293476104736328
1645154912.0372612,614763,2.0376994609832764
1645155050.8718684,616763,2.2025928497314453
1645155065.0839827,616973,2.196399211883545
1645155084.270289,617236,2.298222541809082
1645155176.7935328,618578,1.211511492729187
1645155181.2531283,618644,1.1942119598388672
1645155194.6279995,618842,1.2483949661254883
1645155197.2885227,618881,1.3382060527801514
1645155208.3634439,619026,1.255184531211853
1645155223.5560186,619250,1.230736494064331
1645155227.1191146,619302,1.06449294090271
1645155241.4423094,619513,1.0616176128387451
1645155267.3102338,619894,1.2200428247451782
1645155310.7738423,620513,1.3824741840362549
1645155327.778688,620763,1.0809059143066406
1645155443.321439,622421,1.2341718673706055
1645155461.176671,622684,0.9849058389663696
1645155483.956359,623000,1.2011915445327759
1645155584.4925127,624460,1.1077895164489746
1645155663.696448,625605,1.4310407638549805
1645155723.2383585,626460,0.9623473882675171
1645155735.756795,626644,1.1089463233947754
1645155874.1825063,628644,1.4077539443969727
1645156076.5432453,631565,1.1540089845657349
1645156188.4246216,633171,1.1403169631958008
1645156250.6896744,634065,1.2550628185272217
1645156258.7333076,634184,1.1895751953125
1645156302.5562274,634828,1.1056699752807617
1645156428.7403703,636644,1.1176825761795044
1645156543.0654378,638289,1.0390794277191162
1645156656.1768942,639934,1.26859450340271
1645156710.3744562,640710,1.0250104665756226
1645156712.1557114,640736,1.1424603462219238
1645156732.3543162,641013,1.330254077911377
1645156846.285039,642671,1.189729928970337
1645157073.7882469,645960,1.0656477212905884
1645157085.9811263,646118,1.1713426113128662
1645157139.6753597,646907,1.0823057889938354
1645157173.3204362,647381,0.9761157035827637
1645157234.5539355,648263,0.8954212069511414
1645157275.6791253,648868,0.9063717126846313
1645157319.118347,649486,0.9932138919830322
1645157432.2272909,651092,1.011326789855957
1645157471.5301394,651671,1.0328088998794556
1645157620.8616161,653828,0.8364278674125671
1645157630.6328673,653973,0.9292035102844238
1645157676.8885665,654631,1.0113579034805298
1645157768.4192088,655960,0.8792500495910645
1645157779.8170888,656105,0.8803156018257141
1645157868.0443575,657381,1.0527703762054443
1645157880.547058,657565,0.9577910900115967
1645157893.0490215,657750,0.8712458610534668
1645157913.3618598,658026,0.8533622622489929
1645157957.1556952,658671,1.0443041324615479
1645158060.3291645,660144,1.002066731452942
1645158142.1278555,661328,1.0895389318466187
1645158197.9696295,662131,0.9632627964019775
1645158288.798032,663447,0.9736952185630798
