Wall time,Step,Value
1645922772.5687954,473,3.1040596961975098
1645922821.9036791,1236,3.0566554069519043
1645922844.455859,1631,2.9474997520446777
1645922845.9566503,1657,2.9688620567321777
1645922890.1838846,2342,2.8907063007354736
1645922911.244032,2710,2.9433507919311523
1645922917.2555616,2815,2.9065728187561035
1645922953.755326,3368,2.8804101943969727
1645923012.7745378,4315,2.9038150310516357
1645923024.7773747,4526,2.9018566608428955
1645923058.7114193,5026,2.834627151489258
1645923076.6768975,5342,2.7728445529937744
1645923120.5417712,6026,2.686250925064087
1645923143.0183902,6421,2.6626460552215576
1645923165.5431316,6815,2.6964616775512695
1645923205.1519842,7421,2.521667003631592
1645923209.6538255,7500,2.6136422157287598
1645923261.0397854,8315,2.291198253631592
1645923265.5376425,8394,2.2759666442871094
1645923340.9619923,9631,2.108804941177368
1645923376.257827,10157,1.9203147888183594
1645923400.2372541,10578,2.0561442375183105
1645923419.7615066,10921,1.9166076183319092
1645923457.4698188,11500,1.9050931930541992
1645923470.978727,11736,1.7771220207214355
1645923504.323236,12236,1.6530773639678955
1645923519.3468053,12500,1.5852913856506348
1645923528.3509936,12657,1.6392234563827515
1645923577.0746744,13421,1.8493398427963257
1645923616.6374433,14026,1.6427394151687622
1645923624.1156025,14157,1.495432734489441
1645923627.1086855,14210,1.660527229309082
1645923651.112389,14631,1.666314959526062
1645923660.1198602,14789,1.5701813697814941
1645923713.5001779,15631,1.6366857290267944
1645923716.5036745,15684,1.5220973491668701
1645923783.0409007,16763,1.653407096862793
1645923792.0598974,16921,1.5829188823699951
1645923793.5600908,16947,1.6245238780975342
1645923819.386563,17315,1.4405200481414795
1645923844.891747,17763,1.6643192768096924
1645923919.1856687,18973,1.6100661754608154
1645923991.8131664,20105,1.7104510068893433
1645924008.2854805,20394,1.8010659217834473
1645924057.1773536,21157,1.7001078128814697
1645924142.0691195,22552,1.3965723514556885
1645924155.5730658,22789,1.3283870220184326
1645924191.0006204,23315,1.6459789276123047
1645924279.8567317,24789,1.2762525081634521
1645924373.5481708,26289,1.4310364723205566
1645924397.681209,26710,1.3568532466888428
1645924408.2089314,26894,1.4558610916137695
1645924419.406341,27000,1.5171210765838623
1645924435.8886795,27289,1.53364896774292
1645924464.3910224,27789,1.4795594215393066
1645924491.5901227,28184,1.4128624200820923
1645924500.5771446,28342,1.606650948524475
1645924532.093234,28894,1.3495852947235107
1645924551.1938946,29184,1.6188032627105713
1645924554.1996784,29236,1.5292980670928955
1645924575.2468028,29605,1.4619176387786865
1645924585.7697546,29789,1.3975582122802734
1645924619.5183668,30289,1.557126522064209
1645924621.0171638,30315,1.5441020727157593
1645924639.0138078,30631,1.3514282703399658
1645924654.0265503,30894,1.3012490272521973
1645924657.0307453,30947,1.4195164442062378
1645924674.060209,31157,1.411993384361267
1645924729.8722298,32052,1.5090305805206299
1645924780.8833776,32947,1.4085924625396729
1645924788.791612,33000,1.3649483919143677
1645924793.3098447,33078,1.2644883394241333
1645924799.2956524,33184,1.2076001167297363
1645924808.2863033,33342,1.7246947288513184
1645924814.2833333,33447,1.2321233749389648
1645924900.664682,34868,1.4264962673187256
1645924933.880994,35394,1.3191478252410889
1645924983.9118187,36184,1.356066346168518
1645924985.4083545,36210,1.1146844625473022
1645925052.3448715,37289,1.4095828533172607
1645925115.3052812,38342,1.2626922130584717
1645925116.8052971,38368,1.428809642791748
1645925176.3295195,39315,1.3034785985946655
1645925188.3332431,39526,1.096608281135559
1645925200.3372486,39736,1.1382641792297363
1645925204.839483,39815,1.457629680633545
1645925260.387271,40736,1.321071743965149
1645925264.894783,40815,1.4689821004867554
1645925290.5449858,41184,1.3799515962600708
1645925295.0446212,41263,1.1165393590927124
1645925320.5404396,41710,1.0665278434753418
1645925342.120049,42000,1.1182105541229248
1645925388.6250641,42815,1.1624127626419067
1645925405.3995767,43026,1.178431510925293
1645925457.915539,43947,1.1679624319076538
1645925485.647369,44342,1.0390149354934692
1645925511.1894872,44789,1.0916249752044678
1645925514.1955154,44842,1.2098655700683594
1645925529.897478,45026,1.1795260906219482
1645925634.3440733,46763,1.1329197883605957
1645925749.5962105,48605,1.0501075983047485
1645925769.1190171,48947,1.092079520225525
1645925784.238587,49131,1.182418704032898
1645925832.2735567,49973,1.1088765859603882
1645925842.045591,50052,0.969325065612793
1645925852.5252585,50236,1.0146183967590332
1645925906.0585608,51052,1.0417405366897583
1645925913.5317526,51184,1.2327724695205688
1645925936.0093882,51578,1.0815187692642212
1645925937.508634,51605,0.9687853455543518
1645925969.265375,52078,0.9945302605628967
1645926116.0367632,54473,0.9240835905075073
1645926129.5576239,54710,0.9767343997955322
1645926144.577598,54973,1.1325528621673584
1645926166.4250972,55263,0.8370930552482605
1645926345.1978207,58131,1.019988775253296
1645926390.1950183,58921,0.9108107686042786
1645926522.8711338,61026,0.969012975692749
1645926585.8948252,62078,0.8907929062843323
1645926641.8305957,63000,0.8979660272598267
1645926707.627266,64105,0.9720948934555054
1645926715.1215947,64236,0.9819825887680054
1645926734.6289992,64578,0.8714609742164612
1645926746.6302176,64789,0.8110554814338684
1645926751.1299553,64868,0.8478213548660278
1645926785.9984598,65394,0.8811346888542175
1645926812.9944077,65868,0.9919219613075256
1645926839.1176085,66236,0.9225965738296509
1645926842.1091475,66289,0.8863360285758972
1645926858.6000032,66578,0.9416258931159973
1645926933.8756142,67815,0.8885961771011353
1645926935.3782198,67842,1.0559378862380981
1645926970.1681724,68394,0.8974093198776245
1645927017.5757997,69131,0.7784382104873657
1645927029.5461352,69342,0.8608996868133545
1645927041.5729704,69552,0.9038730263710022
1645927108.3090494,70631,0.9762144088745117
1645927121.8212373,70868,0.9768953919410706
1645927147.505679,71263,0.9691336750984192
1645927161.0169687,71500,0.9819097518920898
1645927186.6068976,71947,0.9196965098381042
1645927197.1192923,72078,0.9474185109138489
1645927198.6179075,72105,0.9100162386894226
1645927218.1428626,72447,0.9267774820327759
1645927219.643639,72473,0.956628680229187
1645927221.1458774,72500,0.9652418494224548
1645927236.1584501,72763,1.0489449501037598
1645927240.6647527,72842,0.8839997053146362
1645927269.3345659,73289,0.9022313952445984
1645927312.8145795,74000,0.8971899151802063
1645927345.8161058,74578,0.9053404927253723
1645927360.7934895,74842,0.9141364097595215
1645927388.8990788,75289,0.8759636878967285
1645927390.3990636,75315,0.8583944439888
1645927482.2492123,76868,0.8942209482192993
1645927531.858156,77684,0.9619684219360352
1645927536.358407,77763,0.8524426817893982
1645927546.8669307,77947,0.9928345680236816
1645927566.3736691,78236,0.8810217380523682
1645927661.152204,79842,0.9292254447937012
1645927683.3897853,80184,1.0165907144546509
1645927740.4658194,81131,1.0688713788986206
1645927741.9646373,81157,0.9313961267471313
1645927770.4563792,81657,0.874556839466095
1645927771.9603612,81684,0.9614511132240295
1645927773.4623137,81710,1.035836935043335
1645927797.2395518,82078,0.8959802985191345
1645927798.7370136,82105,0.8489459753036499
1645927800.2353995,82131,0.9638280868530273
1645927836.2147381,82763,1.0416810512542725
1645927880.9119077,83500,0.9281094074249268
1645927912.474692,84000,0.9275999665260315
1645927922.97247,84184,0.9080893397331238
1645927949.9495263,84657,0.9945630431175232
1645927954.450382,84736,0.8862942457199097
1645927989.2796373,85289,0.9998416900634766
1645928025.2776487,85921,0.9464796781539917
1645928032.5827122,86000,1.0819470882415771
1645928092.77715,87000,0.884333074092865
1645928143.7760167,87894,0.9205100536346436
1645928170.4549897,88315,0.8712931871414185
1645928217.0405896,89078,1.0038411617279053
1645928245.4875093,89578,0.8960310220718384
1645928336.343059,91078,0.9653199315071106
1645928369.3167434,91657,0.9648762345314026
1645928370.8181827,91684,0.9065258502960205
1645928381.3173268,91868,0.8402892351150513
1645928397.5829732,92105,1.0564789772033691
1645928436.5496566,92789,1.036217212677002
1645928499.9706652,93842,0.9478338956832886
1645928504.469128,93921,0.9008820652961731
1645928517.9128227,94105,1.0011591911315918
1645928553.8997114,94736,0.8734461665153503
1645928576.7861693,95078,1.0546995401382446
1645928578.281991,95105,0.9290977716445923
1645928581.2759175,95157,0.899100661277771
1645928640.9977584,96157,0.8629904389381409
1645928645.4941578,96236,0.9593549966812134
1645928648.5048,96289,0.8938190937042236
1645928651.5018148,96342,0.9631133079528809
1645928655.9784665,96421,0.9525825381278992
1645928661.972839,96526,0.8950077891349792
1645928666.4748683,96605,1.0190603733062744
1645928698.2379615,97105,0.9150537252426147
1645928731.21081,97684,0.8109797239303589
1645928738.706007,97815,0.9993595480918884
1645928807.4435189,98973,1.1848948001861572
1645928841.6727734,99526,1.0052306652069092
1645928948.1377013,101263,0.9523261785507202
1645928951.129631,101315,0.8471419811248779
1645928979.6052918,101815,1.0623376369476318
1645929031.953786,102684,0.8782797455787659
1645929045.4658802,102921,0.9907583594322205
1645929054.4044762,103026,0.9628657102584839
1645929063.3827004,103184,0.9760825634002686
1645929081.3696694,103500,1.0127694606781006
1645929085.8683524,103578,0.9346946477890015
1645929147.0180895,104605,1.2610599994659424
1645929156.011992,104763,1.351065754890442
1645929205.5578527,105578,1.4191868305206299
1645929208.5526214,105631,1.4869840145111084
1645929222.0399468,105868,1.4481322765350342
1645929241.0824313,106157,1.585993766784668
1645929250.070675,106315,1.3736398220062256
1645929260.5688763,106500,1.4082847833633423
1645929319.2362278,107473,1.281200647354126
1645929360.0670393,108131,1.305371642112732
1645929369.044402,108289,1.5172115564346313
1645929378.0257988,108447,1.4683444499969482
1645929382.520266,108526,1.4726226329803467
1645929418.438488,109105,1.4084447622299194
1645929473.6955805,110026,1.7276227474212646
